Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept,Frequency,Original_Id,Original_Code,Original_Name,Original_Vocab,Mapping_Applied,Mapping_Relationship
4288222,397423009,Transjugular intrahepatic portosystemic shunt,Procedure,Procedure,SNOMED,Valid,Standard,2,2730751,041L0ZS,"Bypass Left Femoral Artery to Lower Extremity Vein, Open Approach",ICD10PCS,Yes,Has dir proc site
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,2,2730738,041L0KM,"Bypass Left Femoral Artery to Peroneal Artery with Nonautologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Using subst
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2730722,041C09Q,"Bypass Right Common Iliac Artery to Lower Extremity Artery with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Has access
4140114,265511008,Iliac and/or femoral artery operations,Procedure,Procedure,SNOMED,Valid,Standard,2,2732340,04LE0ZT,"Occlusion of Right Uterine Artery, Open Approach",ICD10PCS,Yes,Is a
4180074,51018000,Iliofemoral shunt,Procedure,Procedure,SNOMED,Valid,Standard,2,2732421,041E09H,"Bypass Right Internal Iliac Artery to Right Femoral Artery with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2730161,04RA0JZ,"Replacement of Left Renal Artery with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Access of
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2735264,06HD03Z,"Insertion of Infusion Device into Left Common Iliac Vein, Open Approach",ICD10PCS,Yes,Is a
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2735600,057N3ZZ,"Dilation of Left Internal Jugular Vein, Percutaneous Approach",ICD10PCS,Yes,Has access
4304209,103716009,Placement of stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2735599,057N3DZ,"Dilation of Left Internal Jugular Vein with Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Is a
4304209,103716009,Placement of stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2735557,057C3DZ,"Dilation of Left Basilic Vein with Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Is a
4139100,32859001,Structure of inferior mesenteric vein,Procedure,Procedure,SNOMED,Valid,Standard,2,2735542,06C63ZZ,"Extirpation of Matter from Inferior Mesenteric Vein, Percutaneous Approach",ICD10PCS,Yes,Has indir proc site
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,2,2735519,06BY4ZC,"Excision of Hemorrhoidal Plexus, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using acc device
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,2,2735487,06BQ4ZX,"Excision of Left Saphenous Vein, Percutaneous Endoscopic Approach, Diagnostic",ICD10PCS,Yes,Using acc device
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2735359,05N70ZZ,"Release Right Axillary Vein, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2735341,05780ZZ,"Dilation of Left Axillary Vein, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2735335,05770ZZ,"Dilation of Right Axillary Vein, Open Approach",ICD10PCS,Yes,Has access
4044545,129382001,Destruction - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2735295,055Y3ZZ,"Destruction of Upper Vein, Percutaneous Approach",ICD10PCS,Yes,Has method
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2735243,06H83DZ,"Insertion of Intraluminal Device into Portal Vein, Percutaneous Approach",ICD10PCS,Yes,Is a
4117981,257903006,Repair - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2735644,05Q33ZZ,"Repair Right Innominate Vein, Percutaneous Approach",ICD10PCS,Yes,Has method
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2735159,05N30ZZ,"Release Right Innominate Vein, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2735127,05LT0ZZ,"Occlusion of Right Face Vein, Open Approach",ICD10PCS,Yes,Has access
4280677,65818007,Stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2735120,05LS3DZ,"Occlusion of Left Vertebral Vein with Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Using device
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2735118,05LS0ZZ,"Occlusion of Left Vertebral Vein, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2735116,05LS0CZ,"Occlusion of Left Vertebral Vein with Extraluminal Device, Open Approach",ICD10PCS,Yes,Has access
4235177,362072009,Saphenous vein structure,Procedure,Procedure,SNOMED,Valid,Standard,2,2735016,06CQ3ZZ,"Extirpation of Matter from Left Saphenous Vein, Percutaneous Approach",ICD10PCS,Yes,Has dir proc site
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2735015,06CQ0ZZ,"Extirpation of Matter from Left Saphenous Vein, Open Approach",ICD10PCS,Yes,Has access
4280677,65818007,Stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2734944,05WYXDZ,"Revision of Intraluminal Device in Upper Vein, External Approach",ICD10PCS,Yes,Using device
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,2,2734922,05WY0KZ,"Revision of Nonautologous Tissue Substitute in Upper Vein, Open Approach",ICD10PCS,Yes,Using subst
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2734917,05WY03Z,"Revision of Infusion Device in Upper Vein, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2735612,05PY0CZ,"Removal of Extraluminal Device from Upper Vein, Open Approach",ICD10PCS,Yes,Has access
4290670,70383000,Repair of vein,Procedure,Procedure,SNOMED,Valid,Standard,2,2735655,05Q70ZZ,"Repair Right Axillary Vein, Open Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2732440,041E0JD,"Bypass Right Internal Iliac Artery to Right External Iliac Artery with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Access of
4045049,129284003,Surgical action,Procedure,Procedure,SNOMED,Valid,Standard,2,2736066,05953ZZ,"Drainage of Right Subclavian Vein, Percutaneous Approach",ICD10PCS,Yes,Has method
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2736719,065Y0ZC,"Destruction of Hemorrhoidal Plexus, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2736661,05SF0ZZ,"Reposition Left Cephalic Vein, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2736652,05SB0ZZ,"Reposition Right Basilic Vein, Open Approach",ICD10PCS,Yes,Has access
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2736609,05RV07Z,"Replacement of Left Face Vein with Autologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Is a
4045069,129371009,Fixation - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2736528,04V43ZZ,"Restriction of Splenic Artery, Percutaneous Approach",ICD10PCS,Yes,Has method
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,2,2736513,04V24ZZ,"Restriction of Gastric Artery, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using acc device
4280677,65818007,Stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2736494,04V04DZ,"Restriction of Abdominal Aorta with Intraluminal Device, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using device
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2736466,06540ZZ,"Destruction of Hepatic Vein, Open Approach",ICD10PCS,Yes,Has access
4000740,119595009,Trunk destructive procedure,Procedure,Procedure,SNOMED,Valid,Standard,2,2736461,06523ZZ,"Destruction of Gastric Vein, Percutaneous Approach",ICD10PCS,Yes,Is a
4288222,397423009,Transjugular intrahepatic portosystemic shunt,Procedure,Procedure,SNOMED,Valid,Standard,2,2736201,061P0ZY,"Bypass Right Saphenous Vein to Lower Vein, Open Approach",ICD10PCS,Yes,Has dir proc site
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2736031,03UR07Z,"Supplement Face Artery with Autologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Access of
4288222,397423009,Transjugular intrahepatic portosystemic shunt,Procedure,Procedure,SNOMED,Valid,Standard,2,2735680,06180ZY,"Bypass Portal Vein to Lower Vein, Open Approach",ICD10PCS,Yes,Has dir proc site
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,2,2736009,03UN3KZ,"Supplement Left External Carotid Artery with Nonautologous Tissue Substitute, Percutaneous Approach",ICD10PCS,Yes,Using subst
4229604,88937006,Prosthetic procedure,Procedure,Procedure,SNOMED,Valid,Standard,2,2735990,03UL3JZ,"Supplement Left Internal Carotid Artery with Synthetic Substitute, Percutaneous Approach",ICD10PCS,Yes,Is a
4288222,397423009,Transjugular intrahepatic portosystemic shunt,Procedure,Procedure,SNOMED,Valid,Standard,2,2735940,061F09Y,"Bypass Right External Iliac Vein to Lower Vein with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Has dir proc site
4288222,397423009,Transjugular intrahepatic portosystemic shunt,Procedure,Procedure,SNOMED,Valid,Standard,2,2735928,061D09Y,"Bypass Left Common Iliac Vein to Lower Vein with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Has dir proc site
4290670,70383000,Repair of vein,Procedure,Procedure,SNOMED,Valid,Standard,2,2735897,05QV0ZZ,"Repair Left Face Vein, Open Approach",ICD10PCS,Yes,Is a
4290670,70383000,Repair of vein,Procedure,Procedure,SNOMED,Valid,Standard,2,2735880,05QN3ZZ,"Repair Left Internal Jugular Vein, Percutaneous Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2735830,057Y0ZZ,"Dilation of Upper Vein, Open Approach",ICD10PCS,Yes,Has access
4045049,129284003,Surgical action,Procedure,Procedure,SNOMED,Valid,Standard,2,2735769,06H133Z,"Insertion of Infusion Device into Splenic Vein, Percutaneous Approach",ICD10PCS,Yes,Has method
4288222,397423009,Transjugular intrahepatic portosystemic shunt,Procedure,Procedure,SNOMED,Valid,Standard,2,2735726,061C09Y,"Bypass Right Common Iliac Vein to Lower Vein with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Has dir proc site
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2735704,06190JY,"Bypass Right Renal Vein to Lower Vein with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Has access
4044539,129357001,Closure - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2734897,05LN3ZZ,"Occlusion of Left Internal Jugular Vein, Percutaneous Approach",ICD10PCS,Yes,Has method
4000738,119583009,Trunk excision,Procedure,Procedure,SNOMED,Valid,Standard,2,2734765,06BJ0ZZ,"Excision of Left Hypogastric Vein, Open Approach",ICD10PCS,Yes,Is a
4000738,119583009,Trunk excision,Procedure,Procedure,SNOMED,Valid,Standard,2,2734753,06BG0ZZ,"Excision of Left External Iliac Vein, Open Approach",ICD10PCS,Yes,Is a
4280677,65818007,Stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2732888,03VL4DZ,"Restriction of Left Internal Carotid Artery with Intraluminal Device, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using device
4041249,118635009,Revision,Procedure,Procedure,SNOMED,Valid,Standard,2,2733374,03WY0CZ,"Revision of Extraluminal Device in Upper Artery, Open Approach",ICD10PCS,Yes,Is a
4280677,65818007,Stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2733367,03VY4DZ,"Restriction of Upper Artery with Intraluminal Device, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using device
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2733313,04NL0ZZ,"Release Left Femoral Artery, Open Approach",ICD10PCS,Yes,Has access
4140114,265511008,Iliac and/or femoral artery operations,Procedure,Procedure,SNOMED,Valid,Standard,2,2733307,04NJ0ZZ,"Release Left External Iliac Artery, Open Approach",ICD10PCS,Yes,Is a
4180074,51018000,Iliofemoral shunt,Procedure,Procedure,SNOMED,Valid,Standard,2,2733219,041H0AH,"Bypass Right External Iliac Artery to Right Femoral Artery with Autologous Arterial Tissue, Open Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2733212,041H09Q,"Bypass Right External Iliac Artery to Lower Extremity Artery with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Has access
4280677,65818007,Stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2733159,03VU3DZ,"Restriction of Right Thyroid Artery with Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Using device
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2733117,03VQ0CZ,"Restriction of Left Vertebral Artery with Extraluminal Device, Open Approach",ICD10PCS,Yes,Access of
4180074,51018000,Iliofemoral shunt,Procedure,Procedure,SNOMED,Valid,Standard,2,2732932,041F0JJ,"Bypass Left Internal Iliac Artery to Left Femoral Artery with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Is a
4180074,51018000,Iliofemoral shunt,Procedure,Procedure,SNOMED,Valid,Standard,2,2732931,041F0JH,"Bypass Left Internal Iliac Artery to Right Femoral Artery with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Is a
4045069,129371009,Fixation - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2732882,03VL3BZ,"Restriction of Left Internal Carotid Artery with Bioactive Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Has method
4208703,56400007,Structure of renal vein,Procedure,Procedure,SNOMED,Valid,Standard,2,2734727,06B94ZZ,"Excision of Right Renal Vein, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Has dir proc site
4280677,65818007,Stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2732852,03VH4DZ,"Restriction of Right Common Carotid Artery with Intraluminal Device, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using device
4280677,65818007,Stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2732814,04LQ3DZ,"Occlusion of Left Anterior Tibial Artery with Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Using device
4000904,119814002,Artery of extremity closure,Procedure,Procedure,SNOMED,Valid,Standard,2,2732788,04LM3ZZ,"Occlusion of Right Popliteal Artery, Percutaneous Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2732762,04900ZZ,"Drainage of Abdominal Aorta, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2732752,047Y0ZZ,"Dilation of Lower Artery, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2732725,047U0ZZ,"Dilation of Left Peroneal Artery, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2732646,03VG0ZZ,"Restriction of Intracranial Artery, Open Approach",ICD10PCS,Yes,Has access
4280677,65818007,Stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2732579,04LK0DZ,"Occlusion of Right Femoral Artery with Intraluminal Device, Open Approach",ICD10PCS,Yes,Using device
4140114,265511008,Iliac and/or femoral artery operations,Procedure,Procedure,SNOMED,Valid,Standard,2,2732560,04LH0CZ,"Occlusion of Right External Iliac Artery with Extraluminal Device, Open Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2732473,047M04Z,"Dilation of Right Popliteal Artery with Drug-eluting Intraluminal Device, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2733407,0410090,"Bypass Abdominal Aorta to Abdominal Aorta with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Access of
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2733413,041H0J9,"Bypass Right External Iliac Artery to Right Internal Iliac Artery with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2733541,04PY0CZ,"Removal of Extraluminal Device from Lower Artery, Open Approach",ICD10PCS,Yes,Has access
4044524,129303008,Removal - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2733546,04PY32Z,"Removal of Monitoring Device from Lower Artery, Percutaneous Approach",ICD10PCS,Yes,Has method
4067169,20115005,Structure of brachial vein,Procedure,Procedure,SNOMED,Valid,Standard,2,2734618,05L93ZZ,"Occlusion of Right Brachial Vein, Percutaneous Approach",ICD10PCS,Yes,Has indir proc site
4288222,397423009,Transjugular intrahepatic portosystemic shunt,Procedure,Procedure,SNOMED,Valid,Standard,2,2734585,051P0ZY,"Bypass Right External Jugular Vein to Upper Vein, Open Approach",ICD10PCS,Yes,Has dir proc site
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2734535,06B90ZZ,"Excision of Right Renal Vein, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2734534,06B90ZX,"Excision of Right Renal Vein, Open Approach, Diagnostic",ICD10PCS,Yes,Has access
4160550,430230000,Biopsy of trunk,Procedure,Procedure,SNOMED,Valid,Standard,2,2734530,06B83ZX,"Excision of Portal Vein, Percutaneous Approach, Diagnostic",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2734510,06B50ZX,"Excision of Superior Mesenteric Vein, Open Approach, Diagnostic",ICD10PCS,Yes,Has access
4000738,119583009,Trunk excision,Procedure,Procedure,SNOMED,Valid,Standard,2,2734485,06B04ZZ,"Excision of Inferior Vena Cava, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Is a
4046266,122462000,Drainage procedure,Procedure,Procedure,SNOMED,Valid,Standard,2,2734475,069Y3ZZ,"Drainage of Lower Vein, Percutaneous Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2734397,05L60CZ,"Occlusion of Left Subclavian Vein with Extraluminal Device, Open Approach",ICD10PCS,Yes,Access of
4280677,65818007,Stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2734383,05L43DZ,"Occlusion of Left Innominate Vein with Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Using device
4280677,65818007,Stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2734356,05L03DZ,"Occlusion of Azygos Vein with Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Using device
4280677,65818007,Stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2734197,05VA3DZ,"Restriction of Left Brachial Vein with Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Using device
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2734111,05HN3DZ,"Insertion of Intraluminal Device into Left Internal Jugular Vein, Percutaneous Approach",ICD10PCS,Yes,Is a
4288222,397423009,Transjugular intrahepatic portosystemic shunt,Procedure,Procedure,SNOMED,Valid,Standard,2,2734047,051709Y,"Bypass Right Axillary Vein to Upper Vein with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Has dir proc site
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,2,2734038,05160KY,"Bypass Left Subclavian Vein to Upper Vein with Nonautologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Using subst
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2733906,05HH33Z,"Insertion of Infusion Device into Left Hand Vein, Percutaneous Approach",ICD10PCS,Yes,Is a
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,2,2733842,05150KY,"Bypass Right Subclavian Vein to Upper Vein with Nonautologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Using subst
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2733829,05140JY,"Bypass Left Innominate Vein to Upper Vein with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Access of
4045049,129284003,Surgical action,Procedure,Procedure,SNOMED,Valid,Standard,2,2733652,05H503Z,"Insertion of Infusion Device into Right Subclavian Vein, Open Approach",ICD10PCS,Yes,Has method
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2733591,04Q80ZZ,"Repair Middle Colic Artery, Open Approach",ICD10PCS,Yes,Has access
4117981,257903006,Repair - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2733568,04Q03ZZ,"Repair Abdominal Aorta, Percutaneous Approach",ICD10PCS,Yes,Has method
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,2,2730176,04100KH,"Bypass Abdominal Aorta to Right Femoral Artery with Nonautologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Using subst
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2730155,04R90JZ,"Replacement of Right Renal Artery with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Is a
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,2,2724737,02100KW,"Bypass Coronary Artery, One Artery from Aorta with Nonautologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Using subst
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2726307,02HQ43Z,"Insertion of Infusion Device into Right Pulmonary Artery, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Is a
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,2,2726508,02RW4KZ,"Replacement of Thoracic Aorta, Descending with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using subst
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2726501,02RW07Z,"Replacement of Thoracic Aorta, Descending with Autologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Is a
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2726462,02RQ08Z,"Replacement of Right Pulmonary Artery with Zooplastic Tissue, Open Approach",ICD10PCS,Yes,Is a
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2726455,02RP0JZ,"Replacement of Pulmonary Trunk with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Is a
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2726447,02RN0JZ,"Replacement of Pericardium with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2726410,02LT0ZZ,"Occlusion of Left Pulmonary Vein, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2726401,02LS0ZZ,"Occlusion of Right Pulmonary Vein, Open Approach",ICD10PCS,Yes,Has access
4280677,65818007,Stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2726397,02LR4DT,"Occlusion of Ductus Arteriosus with Intraluminal Device, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using device
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,2,2726375,02JY4ZZ,"Inspection of Great Vessel, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Acc device used by
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2726319,02HR43Z,"Insertion of Infusion Device into Left Pulmonary Artery, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Is a
4236068,360129009,Cardiac pacemaker lead,Procedure,Procedure,SNOMED,Valid,Standard,2,2726246,02HK4JZ,"Insertion of Pacemaker Lead into Right Ventricle, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using device
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2726524,02T90ZZ,"Resection of Chordae Tendineae, Open Approach",ICD10PCS,Yes,Access of
4045049,129284003,Surgical action,Procedure,Procedure,SNOMED,Valid,Standard,2,2726236,02HK32Z,"Insertion of Monitoring Device into Right Ventricle, Percutaneous Approach",ICD10PCS,Yes,Has method
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2726227,02HA4RZ,"Insertion of Short-term External Heart Assist System into Heart, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Is a
4117981,257903006,Repair - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2726165,02QH3ZZ,"Repair Pulmonary Valve, Percutaneous Approach",ICD10PCS,Yes,Has method
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2726164,02QH0ZZ,"Repair Pulmonary Valve, Open Approach",ICD10PCS,Yes,Has access
4117981,257903006,Repair - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2726163,02QG4ZZ,"Repair Mitral Valve, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Has method
4117981,257903006,Repair - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2726162,02QG3ZZ,"Repair Mitral Valve, Percutaneous Approach",ICD10PCS,Yes,Has method
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2726149,02QB0ZZ,"Repair Right Heart, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2726122,02Q20ZZ,"Repair Coronary Artery, Three Arteries, Open Approach",ICD10PCS,Yes,Has access
4044524,129303008,Removal - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2726105,02PY43Z,"Removal of Infusion Device from Great Vessel, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Has method
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,2,2726095,02PY0KZ,"Removal of Nonautologous Tissue Substitute from Great Vessel, Open Approach",ICD10PCS,Yes,Using subst
4117981,257903006,Repair - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2726511,02SQ0ZZ,"Reposition Right Pulmonary Artery, Open Approach",ICD10PCS,Yes,Has method
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,2,2726647,02UV0KZ,"Supplement Superior Vena Cava with Nonautologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Using subst
4050128,233258006,Angioplasty of artery,Procedure,Procedure,SNOMED,Valid,Standard,2,2727527,03713ZZ,"Dilation of Left Internal Mammary Artery, Percutaneous Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2727348,03120JJ,"Bypass Innominate Artery to Right Extracranial Artery with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Has access
